name,address,rating,totalReviews,reviewsScraped,phone,website,category,priceLevel,lat,lng,googleMapsUrl
"Cafe Berkah","Jalan Islamic Centre 1B No. 17, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191, Indonesia",4.7,23,23,"+62 821-3813-8564","https://gofood.link/a/yptSeAQ","Kafe","",-6.8825267,107.6730516,"https://www.google.com/maps/search/?api=1&query=Cafe%20Berkah&query_place_id=ChIJSZh0o4HdaC4RcUThNCAmK1M"
"M.J Cafe","Jl. Kosar Jl. Pasirjati Endah No.8, RT./RW/RW.05/05, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",4.3,164,100,"","","Restoran","",-6.9037971,107.6909286,"https://www.google.com/maps/search/?api=1&query=M.J%20Cafe&query_place_id=ChIJc8_6bjHdaC4RPmWYDDs7ABg"
"Clove cafe and venue","4MCV+6HG, Jl. Sekesalam, Sindanglaya, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40195, Indonesia",4.9,21,21,"+62 812-2399-1522","","Kafe","",-6.8794264,107.6939549,"https://www.google.com/maps/search/?api=1&query=Clove%20cafe%20and%20venue&query_place_id=ChIJ31MTVADdaC4R0AM16JfO8ww"
"Cafe abdee","Kp Jl. Arcamanik, RT.02/RW.04, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia",5,22,22,"+62 822-1500-6741","","Kafe","",-6.8636739,107.6946554,"https://www.google.com/maps/search/?api=1&query=Cafe%20abdee&query_place_id=ChIJp1taBQDdaC4R55_6JZe9bIw"
"Daily Cafe Arcamanik","Jl. Pacuan Kuda, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.9,53,53,"","https://www.instagram.com/dailycafe.idn/","Kedai Kopi","",-6.9101456,107.6763315,"https://www.google.com/maps/search/?api=1&query=Daily%20Cafe%20Arcamanik&query_place_id=ChIJwe_TKXXdaC4Ro1O12Qqc6Ro"
"LARCADE Cafe & Eatery","Griya Cipadung Asri Blok A 13-14, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",4.7,77,77,"+62 851-5677-0414","http://linktr.ee/lrcd","Restoran","",-6.9159433,107.7240756,"https://www.google.com/maps/search/?api=1&query=LARCADE%20Cafe%20%26%20Eatery&query_place_id=ChIJI5ZINNbdaC4RuVt-Q5sLXpw"
"Kedai VW/CAfe Jana","4P5G+2H6, Cilengkrang, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40615, Indonesia",4.7,133,100,"+62 823-2068-9879","","Kafe","",-6.8924737,107.7264056,"https://www.google.com/maps/search/?api=1&query=Kedai%20VW%2FCAfe%20Jana&query_place_id=ChIJBU58g6rdaC4RAA5FPsHzR8c"
"Wolsom Coffee - Antapani","Jl. Sindang Sari III No.14, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,14,14,"+62 811-1138-982","","Kedai Kopi","",-6.9104835,107.6633718,"https://www.google.com/maps/search/?api=1&query=Wolsom%20Coffee%20-%20Antapani&query_place_id=ChIJ27d2XDLnaC4RswSDDQKH4eM"
"Neno Coffee","Jl. Atput II No.13, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",,0,0,"+62 816-4692-2997","","Kedai Kopi","",-6.9014993,107.6614299,"https://www.google.com/maps/search/?api=1&query=Neno%20Coffee&query_place_id=ChIJWbM-i3DnaC4RI_qylbKjHCI"
"Omah Putri Cafe & Resto / Omah Putih Cafe","Jl. Panorama Alam Kampung Cisanggarung Desa, RT.04/RW.12, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia",4.5,818,100,"+62 819-7774-7477","https://www.instagram.com/omahputricafferesto/","Kafe","",-6.8696677,107.680748,"https://www.google.com/maps/search/?api=1&query=Omah%20Putri%20Cafe%20%26%20Resto%20%2F%20Omah%20Putih%20Cafe&query_place_id=ChIJM2PZF3jdaC4R2f96hyPlzPo"
"Dr.Ist Workshop & Cafe","Jl. Cicukang No.50, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,12,12,"+62 896-5697-6664","","Kafe","",-6.9136915,107.6834224,"https://www.google.com/maps/search/?api=1&query=Dr.Ist%20Workshop%20%26%20Cafe&query_place_id=ChIJ8c9WF97daC4R3ynEdHYbaao"
"KD coffee shop","Jl. Cilengkrang 1 No.25, RT.02/RW.05, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",4.6,36,36,"","","Kedai Kopi","",-6.9141434,107.7189857,"https://www.google.com/maps/search/?api=1&query=KD%20coffee%20shop&query_place_id=ChIJJwumTBrdaC4RRGKYvRDj3ig"
"Cafe Lima","Jl. Pasir Malaka No.380 Blok D, Jatiendah, Cilengkrang, Bandung Regency, West Java 40616, Indonesia",4.8,12,12,"+62 817-0277-790","","Kafe","",-6.8997154,107.7011769,"https://www.google.com/maps/search/?api=1&query=Cafe%20Lima&query_place_id=ChIJCTjp2RbdaC4RE7jJxhgXW7U"
"Florist Garden Coffee","Florist Garden Coffee, Palasari, Cibiru, Bandung City, West Java 40615, Indonesia",5,25,25,"+62 888-2309-185","","Kedai Kopi","",-6.9149725,107.7202621,"https://www.google.com/maps/search/?api=1&query=Florist%20Garden%20Coffee&query_place_id=ChIJgQINi37daC4RXGL4GLmV1t8"
"Arkan Cafe","4P28+9W9, Jl. Nagrog Telok Dengklok, Ciporeat, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40617, Indonesia",5,3,3,"+62 813-2197-1863","","Kafe","",-6.8990875,107.7173736,"https://www.google.com/maps/search/?api=1&query=Arkan%20Cafe&query_place_id=ChIJw395CDndaC4R0NsKNbxr2J0"
"Kalisar stone cafe","Kp, Jl. Panyandaan atas, Kabupaten Bandung, Jawa Barat 40193, Indonesia",5,106,100,"+62 811-214-196","","Restoran","",-6.8753941,107.6738889,"https://www.google.com/maps/search/?api=1&query=Kalisar%20stone%20cafe&query_place_id=ChIJr7J7c6rdaC4REdoeiSpheo0"
"Kyandra Coffee House 39","Jl. Bulldozer No.138, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",,0,0,"+62 811-2282-183","","Kafe","",-6.9142952,107.6854736,"https://www.google.com/maps/search/?api=1&query=Kyandra%20Coffee%20House%2039&query_place_id=ChIJHwYMt3ndaC4R2gaFxr1Ly-U"
"Senyaman Coffee & Cafe","Jl. Indramayu No.29, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,68,68,"","","Restoran","",-6.918855,107.6576256,"https://www.google.com/maps/search/?api=1&query=Senyaman%20Coffee%20%26%20Cafe&query_place_id=ChIJDbN4ewDnaC4RVTEAUdwL5Z4"
"FOLKOPIA Cafe & Eatery","Griya, Jl. Kusuma Asri Blk. A No.13-14, Cipadung, Kota Bandung, Jawa Barat 40614, Indonesia",5,9,9,"+62 851-5677-0414","https://instagram.com/folkopia","Restoran","",-6.9159289,107.7240918,"https://www.google.com/maps/search/?api=1&query=FOLKOPIA%20Cafe%20%26%20Eatery&query_place_id=ChIJrzIucCLdaC4RUigF0KOKEJw"
"GOBANG GOCHIZ COFFEE & TEA","Komp. Cijambe Indah Jl. Vijaya Kusuma 2 Blok A-26 Ruko No. 6, Pasir Endah, Kec. Ujung Berung, Kabupaten Bandung, Jawa Barat 40619, Indonesia",,0,0,"+62 818-0418-3717","http://instagram.com/makna_coffee","Kedai Kopi","",-6.9060069,107.691417,"https://www.google.com/maps/search/?api=1&query=GOBANG%20GOCHIZ%20COFFEE%20%26%20TEA&query_place_id=ChIJ5QjjTrrdaC4RB46rCgv2ApM"
"Stream Coffee Express","Jl. Senam Indah VI No.2B, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.7,68,68,"+62 858-6400-1725","http://www.instagram.com/streamcoffeeid","Kedai Kopi","$",-6.9138025,107.6692077,"https://www.google.com/maps/search/?api=1&query=Stream%20Coffee%20Express&query_place_id=ChIJjbNp_U3maC4RdZ1VJX8-Lbs"
"CAFE BENGKEL 41","Kp Pasirjati, Jl. Jati Arum No.41, RT.004/RW.009, Jatiendah, Kec. Cilengkrang, Kota Bandung, Jawa Barat 40616, Indonesia",4.9,23,23,"+62 812-2181-1525","","Kafe","",-6.8961351,107.6976342,"https://www.google.com/maps/search/?api=1&query=CAFE%20BENGKEL%2041&query_place_id=ChIJ85TPl-3daC4RL17HK31FqJs"
"Little Sky Coffee","Jl. Pasirluhur No.77, Padasuka, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",4.8,44,44,"+62 877-3637-7077","","Kedai Kopi","",-6.8822909,107.6584406,"https://www.google.com/maps/search/?api=1&query=Little%20Sky%20Coffee&query_place_id=ChIJ87IvYe_naC4R2QUbmfYwGa0"
"Daily Café","Jl. Pacuan Kuda, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40291, Indonesia",5,16,16,"","https://www.instagram.com/dailycafe.idn?igsh=OHBzMHBmcGh1bHc1","Kedai Kopi","",-6.9104324,107.6774377,"https://www.google.com/maps/search/?api=1&query=Daily%20Caf%C3%A9&query_place_id=ChIJtanIdT_DaC4Rv8VTv2vR3n0"
"Shankara Coffee","Jl. Jatihandap No.35, RT.03/ RW15, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40193, Indonesia",,0,0,"+62 851-5635-8942","","Kedai Kopi","",-6.8985068,107.6576538,"https://www.google.com/maps/search/?api=1&query=Shankara%20Coffee&query_place_id=ChIJgVteRZ_naC4RFkrL6i5B-6c"
"Seven AM Art & Design Studio","Jl. Cinangka No.58, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40618, Indonesia",5,7,7,"+62 819-1036-2221","","Perancang Grafis","",-6.9003533,107.7045312,"https://www.google.com/maps/search/?api=1&query=Seven%20AM%20Art%20%26%20Design%20Studio&query_place_id=ChIJC4sapbndaC4Rd_GbGOVdQ0A"
"Warung Kopi Kiwari","Jl. Palapa No.55, Padasuka, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40911, Indonesia",4.6,885,100,"+62 881-0823-46478","","Kedai Kopi","",-6.8829946,107.6624184,"https://www.google.com/maps/search/?api=1&query=Warung%20Kopi%20Kiwari&query_place_id=ChIJ5TL10XjnaC4RFTtUobexqhw"
"Warkop Abas","Jl. Endah Sari, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",4.8,8,8,"","","Kedai Kopi","",-6.9164968,107.6800115,"https://www.google.com/maps/search/?api=1&query=Warkop%20Abas&query_place_id=ChIJW7ROUQDdaC4RnHn0u3b-6AY"
"Jeforty Coffee House","Komplek Griya Asri Jl. Cigending Blok J40, Pasirwangi, Ujung Berung, Bandung Regency, West Java, Indonesia",,0,0,"","","Kedai Kopi","",-6.9052873,107.7069038,"https://www.google.com/maps/search/?api=1&query=Jeforty%20Coffee%20House&query_place_id=ChIJR5K4EgDdaC4Rf-G1TvLCEhA"
"Warmindo Warung Loder","Jl. Cimenyan Kolot No.14, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",5,4,4,"","","Kedai Kopi","",-6.8626146,107.6647283,"https://www.google.com/maps/search/?api=1&query=Warmindo%20Warung%20Loder&query_place_id=ChIJOWpewcfnaC4RfG_rTxaw17w"
"Cafe Serdadu","4MFR+Q8F, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia",4.3,120,100,"+62 812-4015-643","","Restoran","",-6.8755517,107.6908046,"https://www.google.com/maps/search/?api=1&query=Cafe%20Serdadu&query_place_id=ChIJjayOEDvdaC4RMVkFh2Jxx70"
"Double Strain , Coffee & Mocktail Bar","Jalan Sekehonje Girimekar Kec.Cilengkrang, Kec. Ujung Berung, Kabupaten Bandung, Jawa Barat 40619, Indonesia",4.9,66,66,"","https://instagram.com/doublestrain.mocktl.grind?utm_medium=copy_link","Kedai Kopi","",-6.8929034,107.6974495,"https://www.google.com/maps/search/?api=1&query=Double%20Strain%20%2C%20Coffee%20%26%20Mocktail%20Bar&query_place_id=ChIJozjVlWLnaC4R59cIEqm8S5c"
"IQOS Partner K cafe & Coffe Shop","Jl. AH. Nasution No.957, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,5,5,"","","Ahli tembakau","",-6.9041208,107.6659764,"https://www.google.com/maps/search/?api=1&query=IQOS%20Partner%20K%20cafe%20%26%20Coffe%20Shop&query_place_id=ChIJJTgbJADnaC4RpZlzExiLC-M"
"Gempol Cafe & Resto","Jl. Arcamanik Endah No.9A, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.3,228,100,"+62 819-3148-4448","","Kafe","",-6.9132412,107.6775695,"https://www.google.com/maps/search/?api=1&query=Gempol%20Cafe%20%26%20Resto&query_place_id=ChIJacn0VlrdaC4R0PXTqJliats"
"LUANG Cafe dan KARANA Guest House Bandung","Jl. AH. Nasution No.111, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",4.9,244,100,"+62 811-209-184","","Kafe","US$13",-6.9044461,107.6745126,"https://www.google.com/maps/search/?api=1&query=LUANG%20Cafe%20dan%20KARANA%20Guest%20House%20Bandung&query_place_id=ChIJY-a_HmbdaC4RIYIsAnOlCzc"
"Garasi Tempoer Car Wash and Coffee Bar","Jl. Atletik IX No.1, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.4,79,79,"+62 812-2223-7801","http://instagram.com/garasitempoer","Tempat Pencucian Mobil","",-6.9175975,107.6716388,"https://www.google.com/maps/search/?api=1&query=Garasi%20Tempoer%20Car%20Wash%20and%20Coffee%20Bar&query_place_id=ChIJV8xHOfTdaC4RG-Pa0X6XyQE"
"DIANTARA KOPI","Cibejog, Girimekar, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",4.6,66,66,"+62 858-4606-6361","http://instagram.com/di.anta.ra","Kedai Kopi","",-6.885981,107.7016766,"https://www.google.com/maps/search/?api=1&query=DIANTARA%20KOPI&query_place_id=ChIJYUHkW1LdaC4RePD6z8LoJ7M"
"Grow Billiard and Cafe Bandung","Jl. AH. Nasution No.45, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611, Indonesia",4.7,94,94,"+62 822-1868-8865","","Kafe","",-6.9127643,107.6935171,"https://www.google.com/maps/search/?api=1&query=Grow%20Billiard%20and%20Cafe%20Bandung&query_place_id=ChIJP66cG1DdaC4RHR3a85IWMao"
"Twin Sharing Coffee","Jl. Purwakarta No.230b, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 42091, Indonesia",4.8,4,4,"+62 821-2439-2745","","Kedai Kopi","",-6.9171667,107.6618341,"https://www.google.com/maps/search/?api=1&query=Twin%20Sharing%20Coffee&query_place_id=ChIJnUmn9AnnaC4RZs8lgCbvAug"
"Kalitaliberika Coffee Shop","Jl. Mayang Cinde No.39, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",5,4,4,"+62 895-4210-92807","","Kafe","",-6.9033163,107.6888747,"https://www.google.com/maps/search/?api=1&query=Kalitaliberika%20Coffee%20Shop&query_place_id=ChIJw-3CpOPdaC4R07kl4lo70Pk"
"Coffee Jow","Jl. Rumah Sakit No.50 B, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 40296, Indonesia",4,6,6,"+62 821-2727-6242","","Kedai Kopi","",-6.9174122,107.6986498,"https://www.google.com/maps/search/?api=1&query=Coffee%20Jow&query_place_id=ChIJ5-pcrsrdaC4RVh5vyCG4UZc"
"Balantik Coffee Shop & Roastery","Gg. II Jl. Babakan Cihapit No.9, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",5,5,5,"+62 857-2263-4596","","Toko","",-6.8991437,107.6547382,"https://www.google.com/maps/search/?api=1&query=Balantik%20Coffee%20Shop%20%26%20Roastery&query_place_id=ChIJSROk7XvnaC4RJIXPKDO6kAQ"
"Nurona Space","Jl. Arcamanik Endah No.40A, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.7,684,100,"+62 889-8978-2975","https://msha.ke/nurona/","Kafe","",-6.9175113,107.6754788,"https://www.google.com/maps/search/?api=1&query=Nurona%20Space&query_place_id=ChIJa1i4hyrdaC4RHJAI6i7lt7A"
"Eighty Nine Coffee Shop","Jl. AH. Nasution No.27-33, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat 40293, Indonesia",5,3,3,"","","Kedai Kopi","",-6.9040794,107.6675803,"https://www.google.com/maps/search/?api=1&query=Eighty%20Nine%20Coffee%20Shop&query_place_id=ChIJr9HC0Q7naC4RGb5jTLDVEL0"
"El Clasico Coffee","Jl. Pacuan Kuda No.145 B, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40291, Indonesia",4.2,28,28,"+62 838-2089-6176","","Kedai Kopi","$$",-6.9113484,107.678022,"https://www.google.com/maps/search/?api=1&query=El%20Clasico%20Coffee&query_place_id=ChIJC8XndFvdaC4Rwn-wgYIIcF8"
"LASUMI SPKLU Carwash & Coffeeshop (One Stop Service Area)","Jl. AH. Nasution No.114, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",4.6,39,39,"","","Tempat Pencucian Mobil","",-6.9048946,107.6740126,"https://www.google.com/maps/search/?api=1&query=LASUMI%20SPKLU%20Carwash%20%26%20Coffeeshop%20(One%20Stop%20Service%20Area)&query_place_id=ChIJKy_RPgDdaC4REuqtm0mVdtY"
"Jeda Cafe","4MG8+P5W, Jl. Padasuka Atas, RT.01/RW.11, kampung Balong, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat, Indonesia",4.8,4,4,"","","Kedai Kopi","",-6.8731269,107.665443,"https://www.google.com/maps/search/?api=1&query=Jeda%20Cafe&query_place_id=ChIJFfoSOwDnaC4RnedYe_kC7es"
"Haha Kohi","Jl. Cilengkrang 1 No.A1/50, Cisurupan, Kec. Cibiru, Kabupaten Bandung, Jawa Barat 40615, Indonesia",4.8,204,100,"+62 822-9707-1880","https://www.instagram.com/haha_kohi","Kedai Kopi","",-6.908904,107.7245002,"https://www.google.com/maps/search/?api=1&query=Haha%20Kohi&query_place_id=ChIJz9BYbN_daC4RnYcIV0meDd0"
"J.co Donuts & Coffee","Ubertos, Jl. AH. Nasution No.46A, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 40294, Indonesia",4.3,415,100,"+62 21 1500377","http://www.jcodonuts.com/","Toko Roti","",-6.9143925,107.6967009,"https://www.google.com/maps/search/?api=1&query=J.co%20Donuts%20%26%20Coffee&query_place_id=ChIJtflbNDjdaC4RTunN62cNoa8"
"Sej Coffee Pickup Point","Komplek Pasirjati Indah Residence Blk. G3 No.36, Jatiendah, Cilengkrang, Bandung Regency, West Java 40616, Indonesia",5,9,9,"+62 851-5527-5755","","Kedai Kopi","",-6.9012002,107.6955645,"https://www.google.com/maps/search/?api=1&query=Sej%20Coffee%20Pickup%20Point&query_place_id=ChIJPd0TGrjdaC4RYn5m90fb_a4"
"Palasha Cafe & Resto","Jl. Babakan Batawi No.82, RT./rw/RW.04/08, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40618, Indonesia",3.6,69,69,"+62 823-4345-5509","","Kafe","",-6.8925703,107.7057747,"https://www.google.com/maps/search/?api=1&query=Palasha%20Cafe%20%26%20Resto&query_place_id=ChIJO6JJ2UzdaC4RJImCdZiZ7Y8"
"pawon coffee","kp. mawar, rt01, rw02, Mekarmanik, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40196, Indonesia",3.5,2,2,"","","Kedai Kopi","",-6.8720494,107.6963994,"https://www.google.com/maps/search/?api=1&query=pawon%20coffee&query_place_id=ChIJt1zAsZ_daC4RYHdM4fKLf9o"
"Mori Go Coffee","Jl. Purwakarta No.139F, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,1,1,"","","Kedai Kopi","",-6.9172646,107.6587784,"https://www.google.com/maps/search/?api=1&query=Mori%20Go%20Coffee&query_place_id=ChIJIaq_G7nnaC4RL2rQTe70zk8"
"Coffee Street Antapani","Jl. Indramayu No.2, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,6,6,"+62 822-1850-0401","","Kafe","",-6.9177923,107.6574513,"https://www.google.com/maps/search/?api=1&query=Coffee%20Street%20Antapani&query_place_id=ChIJy-SoT1_naC4RmjuJZd4tBwc"
"Our Coffee","4P99+WPX, Ciporeat, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40617, Indonesia",5,1,1,"+62 877-3082-8438","","Kedai Kopi","",-6.8800874,107.7193373,"https://www.google.com/maps/search/?api=1&query=Our%20Coffee&query_place_id=ChIJx9_Azi_daC4RNU0-gJBVRUk"
"Coffee Love Story","4M3H+JR7, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",5,8,8,"+62 812-1063-5022","","Kedai Kopi","",-6.8959594,107.6795471,"https://www.google.com/maps/search/?api=1&query=Coffee%20Love%20Story&query_place_id=ChIJ9SoAh5XdaC4R5Rau13orqdU"
"D'Edge Coffee","PERUMAHAN PONDOK MULYA MELATI WANGI No.14A BLOK D, Melatiwangi, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40618, Indonesia",3.9,74,74,"+62 821-2127-9718","https://instagram.com/dedgecoffee?igshid=MzNlNGNkZWQ4Mg==","Kedai Kopi","",-6.8914706,107.7018044,"https://www.google.com/maps/search/?api=1&query=D'Edge%20Coffee&query_place_id=ChIJrbrWzf3daC4RhFOMEUrpJe0"
"288 Coffee","Jl. AH. Nasution No.288, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,8,8,"+62 857-9570-5952","","Kedai Kopi","",-6.9101734,107.6892822,"https://www.google.com/maps/search/?api=1&query=288%20Coffee&query_place_id=ChIJXUTpftPdaC4RUQXv1mulli4"
"CALIXTO COFFEE","Gg. Karanganyar No.7, RT.03/RW.09, Pasirjati, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia",5,4,4,"+62 821-2659-9381","","Kedai Kopi","",-6.9097479,107.7096124,"https://www.google.com/maps/search/?api=1&query=CALIXTO%20COFFEE&query_place_id=ChIJJV_nrxbdaC4RKgOFq2LRPgw"
"Mih Kocok Mang Dadeng Arcamanik","Jl. Arcamanik Endah No.103, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.3,544,100,"+62 881-0223-96508","","Restoran Bakso","",-6.9194652,107.6736052,"https://www.google.com/maps/search/?api=1&query=Mih%20Kocok%20Mang%20Dadeng%20Arcamanik&query_place_id=ChIJ98UtuVbdaC4RcpDmWvyMuec"
"Point Coffee","Jl. Arcamanik Endah No.103, Sukamiskin, Kec. Arcamanik, Kabupaten Bandung Barat, Jawa Barat 40562, Indonesia",4,39,39,"+62 21 1500280","https://pointcoffee.id/","Kedai Kopi","",-6.9196012,107.673077,"https://www.google.com/maps/search/?api=1&query=Point%20Coffee&query_place_id=ChIJk-NUJ77daC4R2xghafoMp5k"
"UMAN COFFEE SHOP","4PCF+6RF, Cipatat, Ciporeat, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40617, Indonesia",4.5,2,2,"+62 858-8248-7024","","Kedai Kopi","",-6.8794442,107.7245529,"https://www.google.com/maps/search/?api=1&query=UMAN%20COFFEE%20SHOP&query_place_id=ChIJt5iaK-ndaC4R_oXnnjBzHkU"
"TOMORO COFFEE - Antapani","Jl. Terusan Jakarta No.84, Cicaheum, Kec. Antapani, Kota Bandung, Jawa Barat 40282, Indonesia",4.4,157,100,"","","Kedai Kopi","",-6.9125718,107.6538502,"https://www.google.com/maps/search/?api=1&query=TOMORO%20COFFEE%20-%20Antapani&query_place_id=ChIJy4KkdwDnaC4Rj5koMVKWVZI"
"Kedai Kawani","Jl. Terusan Jakarta, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.2,404,100,"+62 823-1683-7096","","Kafe","",-6.9149242,107.6663713,"https://www.google.com/maps/search/?api=1&query=Kedai%20Kawani&query_place_id=ChIJA3JAm_fnaC4RZ_7IWJDQws4"
"Siklus Coffee","3PR8+7CF, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",5,10,10,"+62 821-1337-8831","https://www.instagram.com/sikluscoffee.bdg?igsh=MzhzNTJjdG44Yzdj","Kedai Kopi","",-6.9094592,107.716009,"https://www.google.com/maps/search/?api=1&query=Siklus%20Coffee&query_place_id=ChIJZT3nLR7daC4Rk-c8rRwTNv4"
"Coffee Shop Lasumi Alus","Jalan Saharjo No.1, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",5,7,7,"+62 811-2221-7878","","Restoran","",-6.9048138,107.6742778,"https://www.google.com/maps/search/?api=1&query=Coffee%20Shop%20Lasumi%20Alus&query_place_id=ChIJNWnypU_daC4ROgbjUFN6WhA"
"Mochi,cemilan mochi,mochi padat,variant mochi,aneka coffee,minuman series yakult (Mocha Mochi Antapani)","Jl. Purwakarta No.230b, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.7,12,12,"+62 819-9956-1785","","Toko Kue","",-6.9171594,107.661828,"https://www.google.com/maps/search/?api=1&query=Mochi%2Ccemilan%20mochi%2Cmochi%20padat%2Cvariant%20mochi%2Caneka%20coffee%2Cminuman%20series%20yakult%20(Mocha%20Mochi%20Antapani)&query_place_id=ChIJLapQ337naC4RQMJGUMy8QqQ"
"Twenty-One Coffe Shop","Jl. Jatihandap, Jatihandap, Kec. Mandalajati, Kabupaten Bandung, Jawa Barat 40193, Indonesia",5,1,1,"+62 896-5596-7234","","Kedai Kopi","",-6.8872077,107.6673005,"https://www.google.com/maps/search/?api=1&query=Twenty-One%20Coffe%20Shop&query_place_id=ChIJKzCDzAfnaC4RhPmDN1OHwdc"
"Coffee Tiga","Jl. Tanjung Sari Raya No.16, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,5,5,"","","Kedai Kopi","",-6.9141425,107.6669352,"https://www.google.com/maps/search/?api=1&query=Coffee%20Tiga&query_place_id=ChIJi3xa2PDnaC4RcouhoTAtDSY"
"SAFIRA CAFE","KOMPLEK GRIYA CILENGKRANG ASRI No.1, RT.04/RW.06, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40616, Indonesia",4.8,12,12,"","","Kedai Kopi","",-6.9096897,107.7232883,"https://www.google.com/maps/search/?api=1&query=SAFIRA%20CAFE&query_place_id=ChIJH_yjnt3daC4R8zNz-StT6YA"
"DE5 Coffee, Jl. Setra Dago Raya No. 4 Antapani Bandung","Jl. Setra Dago Raya No.4, Antapani Kulon, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.9,7,7,"+62 822-1667-2859","","Kedai Kopi","",-6.9120869,107.6590765,"https://www.google.com/maps/search/?api=1&query=DE5%20Coffee%2C%20Jl.%20Setra%20Dago%20Raya%20No.%204%20Antapani%20Bandung&query_place_id=ChIJ0SDZtHbnaC4REDavJ75qa6Q"
